Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
NEXTA,@nexta_tv,2024-03-27T11:23:29.000Z,True,"US President Biden again called Putin a ""butcher"" and again called for urgent aid to Ukraine

""There are so many important things we could do, including finally taking care of helping Ukraine from this butcher Putin.""- Biden stated.",250,1.7K,9.2K,289K,[],[],[],https://pbs.twimg.com/profile_images/1514923008707768321/hL4PN7Hf_normal.jpg,https://twitter.com/nexta_tv/status/1772947548174524779,tweet_id:1772947548174524779
Kenny Akers,@KeneAkers,2024-03-27T14:46:22.000Z,True,White men in 2024¡¦¡¦..,2.7K,5.5K,71K,3.1M,[],[],[],https://pbs.twimg.com/profile_images/1749114643401129984/3WqmM0-I_normal.jpg,https://twitter.com/KeneAkers/status/1772998603771875430,tweet_id:1772998603771875430
Kat Kanada,@KatKanada_TM,2024-03-27T19:37:51.000Z,True,"Liberal MP Jenica Atwin had a tantrum that a chair member had an ¡°I  Oil & Gas¡± sticker on his laptop. 

She literally felt the need to interrupt him w/ a ¡°point of order¡± to point it out. ",248,459,1.6K,78K,[],[],"['\\u2665\\ufe0f', '\\U0001f923', '\\U0001f921']",https://pbs.twimg.com/profile_images/1743389821413031936/8-vRoCen_normal.png,https://twitter.com/KatKanada_TM/status/1773071959787450392,tweet_id:1773071959787450392
CALL TO ACTIVISM,@CalltoActivism,2024-03-28T01:14:53.000Z,True,"Describe RFK Jr in one word. 

Don¡¯t hold back.",2.9K,280,585,185K,[],[],[],https://pbs.twimg.com/profile_images/1029938314646827010/GEC6du8i_normal.jpg,https://twitter.com/CalltoActivism/status/1773156777133048319,tweet_id:1773156777133048319
Dr. Eli David,@DrEliDavid,2024-03-27T22:27:52.000Z,True,"Two decades ago Israel evacuated Gaza and gave Palestinians full autonomy. They spent billions on tunnels and weapons. They celebrated as they massacred 1,200 Israelis and kidnapped hundreds.

Now the only thing they see is destruction and Israel flags ",796,2.2K,10K,253K,[],[],['\\U0001f1ee\\U0001f1f1'],https://pbs.twimg.com/profile_images/1469311196616704005/8ebbwzTe_normal.jpg,https://twitter.com/DrEliDavid/status/1773114744561365152,tweet_id:1773114744561365152
James O'Keefe,@JamesOKeefeIII,2024-03-27T19:20:05.000Z,True,"NEW VIDEO FROM OMG: ¡°Trump Was Right, Biden doesn¡¯t care about trade¡± states Trevar Kolodny, Cybersecurity and Infrastructure Security Agency () Official in the Department of Homeland Security for chemical security.  

Kolodny, who declares ¡°I don¡¯t think I can vote for¡¦",298,6.5K,13K,736K,[],['@CISACyber'],[],https://pbs.twimg.com/profile_images/1703638090152071168/CfAzpFVN_normal.jpg,https://twitter.com/JamesOKeefeIII/status/1773067485203292354,tweet_id:1773067485203292354
Keean Bexte,@TheRealKeean,2024-03-27T20:49:24.000Z,True,"Under Trudeau, Canada has turned from a nation of builders and producers to a nation of takers and burners. The New Canada burns down churches, flushes cash, blocks industry. That will be his legacy. The Old Canada still exists, but it will be a fight.",25,223,885,13K,[],[],[],https://pbs.twimg.com/profile_images/1693654846270795776/kuNbUKMo_normal.jpg,https://twitter.com/TheRealKeean/status/1773089965284417595,tweet_id:1773089965284417595
kira,@kirawontmiss,2024-03-27T16:12:54.000Z,True,carti and camila is a random ass collab but somehow works ,841,3.1K,26K,2.7M,[],[],['\\U0001f62d'],https://pbs.twimg.com/profile_images/1636443983990669326/xm-YehdR_normal.jpg,https://twitter.com/kirawontmiss/status/1773020380401225838,tweet_id:1773020380401225838
Republicans against Trump,@RpsAgainstTrump,2024-03-27T19:10:23.000Z,True,"Former GOP House Speaker Paul Ryan: ¡°Trump is not a conservative; he¡¯s a populist, authoritarian narcissist.¡±",814,3.9K,15K,322K,[],[],[],https://pbs.twimg.com/profile_images/1552023520347099136/tIGoFfQt_normal.jpg,https://twitter.com/RpsAgainstTrump/status/1773065044374311084,tweet_id:1773065044374311084
Dr. Eli David,@DrEliDavid,2024-03-27T22:27:52.000Z,True,"Two decades ago Israel evacuated Gaza and gave Palestinians full autonomy. They spent billions on tunnels and weapons. They celebrated as they massacred 1,200 Israelis and kidnapped hundreds.

Now the only thing they see is destruction and Israel flags ",796,2.2K,10K,253K,[],[],['\\U0001f1ee\\U0001f1f1'],https://pbs.twimg.com/profile_images/1469311196616704005/8ebbwzTe_normal.jpg,https://twitter.com/DrEliDavid/status/1773114744561365152,tweet_id:1773114744561365152
Kenny Akers,@KeneAkers,2024-03-27T14:46:22.000Z,True,White men in 2024¡¦¡¦..,2.7K,5.5K,71K,3.1M,[],[],[],https://pbs.twimg.com/profile_images/1749114643401129984/3WqmM0-I_normal.jpg,https://twitter.com/KeneAkers/status/1772998603771875430,tweet_id:1772998603771875430
Kat Kanada,@KatKanada_TM,2024-03-27T19:37:51.000Z,True,"Liberal MP Jenica Atwin had a tantrum that a chair member had an ¡°I  Oil & Gas¡± sticker on his laptop. 

She literally felt the need to interrupt him w/ a ¡°point of order¡± to point it out. ",248,459,1.6K,78K,[],[],"['\\u2665\\ufe0f', '\\U0001f923', '\\U0001f921']",https://pbs.twimg.com/profile_images/1743389821413031936/8-vRoCen_normal.png,https://twitter.com/KatKanada_TM/status/1773071959787450392,tweet_id:1773071959787450392
CALL TO ACTIVISM,@CalltoActivism,2024-03-28T01:14:53.000Z,True,"Describe RFK Jr in one word. 

Don¡¯t hold back.",2.9K,280,586,185K,[],[],[],https://pbs.twimg.com/profile_images/1029938314646827010/GEC6du8i_normal.jpg,https://twitter.com/CalltoActivism/status/1773156777133048319,tweet_id:1773156777133048319
NEXTA,@nexta_tv,2024-03-27T11:23:29.000Z,True,"US President Biden again called Putin a ""butcher"" and again called for urgent aid to Ukraine

""There are so many important things we could do, including finally taking care of helping Ukraine from this butcher Putin.""- Biden stated.",250,1.7K,9.2K,289K,[],[],[],https://pbs.twimg.com/profile_images/1514923008707768321/hL4PN7Hf_normal.jpg,https://twitter.com/nexta_tv/status/1772947548174524779,tweet_id:1772947548174524779
Viva Frei,@thevivafrei,2024-03-27T14:24:30.000Z,True,"It¡¯s impossible to overstate how atrocious this decision is.

It is basically a license to kill.

The court accepted as fact that the woman seeking death is autistic and has cognitive impairments as a result.

She had applied for death twice before, and twice before had a split¡¦",113,710,1.9K,68K,[],[],[],https://pbs.twimg.com/profile_images/1490459550511730689/Rvv7WOBu_normal.jpg,https://twitter.com/thevivafrei/status/1772993101008658504,tweet_id:1772993101008658504
Benny Johnson,@bennyjohnson,2024-03-28T00:01:44.000Z,True,"Why are American taxpayers paying for a new bridge in Baltimore?

Shouldn¡¯t the *ahem* private company responsible for the destruction of the bridge be made to pay?

Taxpayer PAID for the first bridge.

Foreign corporation destroys it.

Now taxpayers pay for a new bridge?

Uh WTF",1.1K,2.3K,10K,284K,[],[],[],https://pbs.twimg.com/profile_images/1628474658583457793/KRPfh8Zb_normal.jpg,https://twitter.com/bennyjohnson/status/1773138365447102470,tweet_id:1773138365447102470
Concerned Citizen,@BGatesIsaPyscho,2024-03-27T11:46:00.000Z,True," Australia Passes Digital ID Bill

The WEF 2030 Agenda accelerates down under as the Australian Government passes the digital ID bill.

Listen to Senator Babet explain. 

Australians are one step closer to Social credit/Co2 scores, CBDC¡¯s & vaccine passports all in one handy¡¦",328,3.2K,4.7K,370K,[],[],"['\\U0001f6a8', '\\U0001f1e6\\U0001f1fa']",https://pbs.twimg.com/profile_images/1534905804368879621/R5xYZeL5_normal.jpg,https://twitter.com/BGatesIsaPyscho/status/1772953213550854217,tweet_id:1772953213550854217
Arnaud Bertrand,@RnaudBertrand,2024-03-27T23:35:26.000Z,True,"This US official who just resigned from the State Dept confirmed the US is ""aware of plenty of evidence that Israel was violating international law"", and that ""the Biden administration was violating US law by continuing to supply weapons.""

Rogue state.",75,3.1K,5.1K,92K,[],[],[],https://pbs.twimg.com/profile_images/1387256201293959168/3h5yYupT_normal.jpg,https://twitter.com/RnaudBertrand/status/1773131749033165184,tweet_id:1773131749033165184
"Mueller, She Wrote",@MuellerSheWrote,2024-03-27T13:46:09.000Z,False,"When fascism comes to America, it will be wrapped in the flag and carrying a cross. 

I didn¡¯t think it would be so literal.",75,9.4K,33K,431K,[],[],[],https://pbs.twimg.com/profile_images/1648778452127088640/cUM-ttHC_normal.jpg,https://twitter.com/MuellerSheWrote/status/1772983449671909463,tweet_id:1772983449671909463
Visegrad 24,@visegrad24,2024-03-27T18:52:46.000Z,True,"BREAKING:

The Ukrainian Army has launched a major attack on Russian positions in the Russian city of Belgorod tonight.

Civilians can be seen running on the streets in desperate attempts to find air raid shelters.

Shouldn¡¯t have invaded Ukraine¡¦",879,2.1K,16K,908K,[],[],[],https://pbs.twimg.com/profile_images/1496244011044155402/2l00Uki5_normal.jpg,https://twitter.com/visegrad24/status/1773060613918363773,tweet_id:1773060613918363773
Libs of TikTok,@libsoftiktok,2024-03-27T19:58:23.000Z,True,"SCOOP: An assignment at  instructed students to roam around their school looking for examples of gender inequity.

The assignment also asks students to find evidence of ""the patriarchy"" outside of school life.

I'm told parents were really upset when they found out.

We¡¦",535,2.1K,6.8K,434K,[],['@lsehs'],[],https://pbs.twimg.com/profile_images/1489097242321428482/sQSUN_M6_normal.jpg,https://twitter.com/libsoftiktok/status/1773077125022507453,tweet_id:1773077125022507453
non aesthetic things,@PicturesFoIder,2024-03-27T12:00:44.000Z,True,Oh my¡¦,920,2.9K,37K,8.3M,[],[],[],https://pbs.twimg.com/profile_images/989513875124117504/UNMIb20k_normal.jpg,https://twitter.com/PicturesFoIder/status/1772956920342618279,tweet_id:1772956920342618279
Juanita Broaddrick,@atensnut,2024-03-27T13:32:01.000Z,True,Has anybody checked Martha¡¯s Vineyard?,1.5K,4.7K,19K,291K,[],[],[],https://pbs.twimg.com/profile_images/1312545540694069250/uFTgY5Zb_normal.jpg,https://twitter.com/atensnut/status/1772979891413090479,tweet_id:1772979891413090479
Heatdaddy,@heatdaddy69420,2024-03-27T20:05:05.000Z,True,Ovechkin rocks,61,259,6.6K,451K,[],[],[],https://pbs.twimg.com/profile_images/1762725672697679872/XE9zOOov_normal.jpg,https://twitter.com/heatdaddy69420/status/1773078809660543376,tweet_id:1773078809660543376
The Vigilant Fox,@VigilantFox,2024-03-27T18:14:43.000Z,True,"Joe Rogan Drops Great Question

¡°Isn¡¯t it weird that you can just lie to people, and you could force people to take things, and you could hide the side effects, and you can¡¯t sue them?¡±

Vaccines are the ONLY product that you can¡¯t sue the manufacturers directly.

This is¡¦",292,7.2K,20K,1.2M,[],[],[],https://pbs.twimg.com/profile_images/1657046545265557504/7wQ3wrAv_normal.jpg,https://twitter.com/VigilantFox/status/1773051037659636154,tweet_id:1773051037659636154
Wall Street Silver,@WallStreetSilv,2024-03-27T23:29:54.000Z,True,"""So a 20 year old can't have alcohol""

""But a 5 year old can pick their gender?

Make it make sense  ",96,1.2K,5.3K,99K,[],[],"['\\U0001f921', '\\U0001f30e']",https://pbs.twimg.com/profile_images/1482179968083836928/7prxRZ4M_normal.jpg,https://twitter.com/WallStreetSilv/status/1773130356780130435,tweet_id:1773130356780130435
The Babylon Bee,@TheBabylonBee,2024-03-27T17:36:06.000Z,True,Diddy Hired As New President Of Nickelodeon Studios https://buff.ly/3TAFqqL,270,2.3K,16K,902K,[],[],[],https://pbs.twimg.com/profile_images/1400100770624720898/-HC7kL5x_normal.jpg,https://twitter.com/TheBabylonBee/status/1773041319843074546,tweet_id:1773041319843074546
Pelham,@Resist_05,2024-03-27T21:19:52.000Z,True,Aerial footage shows the Zionists have destroyed the whole of Gaza¡¦ this is ethnic cleansing on a scale the world has never witnessed in its history¡¦,606,4.4K,6.1K,100K,[],[],"['\\U0001f1f5\\U0001f1f8', '\\U0001f494']",https://pbs.twimg.com/profile_images/1649589511314345985/KrtRjhqX_normal.jpg,https://twitter.com/Resist_05/status/1773097629930385626,tweet_id:1773097629930385626
Wide Awake Media,@wideawake_media,2024-03-27T12:40:30.000Z,True,"""What happens when you exceed your carbon limit, and you discover that your ability to buy and sell is suddenly cut off?"" 

Australian senator, Ralph Babet, implores all freedom-minded people to resist the imposition of digital ID and CBDCs. 

""We will resist the push to digitise¡¦",131,2.9K,5.8K,149K,[],[],[],https://pbs.twimg.com/profile_images/1624380673933934592/sKyPr3FE_normal.jpg,https://twitter.com/wideawake_media/status/1772966929583497646,tweet_id:1772966929583497646
Dr. Anastasia Maria Loupis,@DrLoupis,2024-03-27T18:51:55.000Z,True,Alex Jones just asked the rabbi if he has a butt plug inserted during the interview,469,2.2K,14K,1.1M,[],[],"['\\U0001f602', '\\U0001f602', '\\U0001f602', '\\U0001f602']",https://pbs.twimg.com/profile_images/1446232529959374851/DfGV1gzn_normal.jpg,https://twitter.com/DrLoupis/status/1773060399438434733,tweet_id:1773060399438434733
illuminatibot,@iluminatibot,2024-03-27T04:02:50.000Z,True,PizzaGate Sicko's,274,4.9K,11K,785K,[],[],[],https://pbs.twimg.com/profile_images/1629966305666187264/zIZNcdrq_normal.jpg,https://twitter.com/iluminatibot/status/1772836654761566400,tweet_id:1772836654761566400
Censored Men,@CensoredMen,2024-03-27T20:12:29.000Z,True," Alex Jones calls Rabbi Shmuley ""Rabbi Buttplug"".

""I'm not as good at doing lap dances on my grandchildren"" Jones told Shmuley.",333,2.1K,14K,1.1M,[],[],"['\\U0001f6a8', '\\U0001f1ee\\U0001f1f1']",https://pbs.twimg.com/profile_images/1604139530004697090/q3WC_9On_normal.jpg,https://twitter.com/CensoredMen/status/1773080673969955302,tweet_id:1773080673969955302
rare insults,@insultsrare,2024-03-27T13:00:01.000Z,True,the laugh reacts ,235,2.8K,75K,1.7M,[],[],['\\U0001f62d'],https://pbs.twimg.com/profile_images/1524871375831326728/AnvqIDN2_normal.jpg,https://twitter.com/insultsrare/status/1772971838156804487,tweet_id:1772971838156804487
Catturd ¢â,@catturd2,2024-03-27T18:03:52.000Z,True,"Just hours after the bridge collapsed.

FBI - accident
Mayor - accident
Governor- accident 
Biden regime - accident.

Me - thanks, now I¡¯m positive it wasn¡¯t an accident.",2.5K,9.3K,40K,2.2M,[],[],[],https://pbs.twimg.com/profile_images/1043187066832650240/6iaOQ7xL_normal.jpg,https://twitter.com/catturd2/status/1773048306274373683,tweet_id:1773048306274373683
Dont Show Your Cat,@DontShowYourCat,2024-03-27T18:14:00.000Z,True,placemat,5,146,1.8K,26K,[],[],[],https://pbs.twimg.com/profile_images/1609200036159672324/0wGQ_dpT_normal.jpg,https://twitter.com/DontShowYourCat/status/1773050855198994439,tweet_id:1773050855198994439
Nature is Amazing,@AMAZlNGNATURE,2024-03-27T15:53:29.000Z,True,"If you've never seen a reindeer posing under an aurora before, today is your day.",240,3.5K,20K,488K,[],[],[],https://pbs.twimg.com/profile_images/992795937574604802/FMGk7GZN_normal.jpg,https://twitter.com/AMAZlNGNATURE/status/1773015494032798198,tweet_id:1773015494032798198
Jackson Hinkle,@jacksonhinklle,2024-03-27T15:35:38.000Z,True, Joe Rogan condemns ISRAEL for committing a GENOCIDE in GAZA!,392,4.3K,21K,1.8M,[],[],"['\\U0001f6a8', '\\U0001f1ee\\U0001f1f1']",https://pbs.twimg.com/profile_images/1567704552283193345/wMLFemzm_normal.jpg,https://twitter.com/jacksonhinklle/status/1773011003510227350,tweet_id:1773011003510227350
Why you should have a cat,@ShouldHaveCat,2024-03-27T17:01:52.000Z,True,cat accidentally pressed the turbo button,167,2.5K,28K,2.7M,[],[],[],https://pbs.twimg.com/profile_images/1365068242918780928/m278bxAZ_normal.jpg,https://twitter.com/ShouldHaveCat/status/1773032703803203663,tweet_id:1773032703803203663
Dom Lucre | Breaker of Narratives,@dom_lucre,2024-03-27T16:12:15.000Z,True,"DEVELOPING: Sean Diddy Combs son was spotted getting intimate with his girlfriend during Homeland Security¡¯s Investigation. Agents raided the rapper¡¯s home on Monday, Christian Combs was seen unbothered while kissing his girlfriend in a video. The 25-year-old¡¯s girlfriend,¡¦",678,889,5.3K,6.7M,[],[],"['\\U0001f525', '\\U0001f6a8']",https://pbs.twimg.com/profile_images/1654149181517225990/loa3m-0L_normal.jpg,https://twitter.com/dom_lucre/status/1773020218127761692,tweet_id:1773020218127761692
Harjit Sajjan,@HarjitSajjan,2024-03-27T20:54:32.000Z,True,"Le cout du loyer est souvent trop eleve et n'est pas pris en compte dans le calcul de votre cote de credit. 

Ce n'est pas juste - et nous y remedions. 

Nous ouvrons la porte a la classe moyenne a des millions de jeunes Canadiens.",35,22,61,42K,[],[],[],https://pbs.twimg.com/profile_images/1727041493733687296/-zIqq9Ls_normal.jpg,https://twitter.com/HarjitSajjan/status/1773091254097604728,tweet_id:1773091254097604728
Historic Vids,@historyinmemes,2024-03-27T23:49:00.000Z,True,This is every employee's dream,258,914,8.2K,1.2M,[],[],[],https://pbs.twimg.com/profile_images/1648334723725361152/ev7V1230_normal.jpg,https://twitter.com/historyinmemes/status/1773135160730345907,tweet_id:1773135160730345907
Angela Belcamino,@AngelaBelcamino,2024-03-27T21:38:00.000Z,True,How does this make you feel?,5.3K,770,9.5K,431K,[],[],[],https://pbs.twimg.com/profile_images/1373495827235287042/UAonWeXy_normal.jpg,https://twitter.com/AngelaBelcamino/status/1773102193513500750,tweet_id:1773102193513500750
TaraBull,@TaraBull808,2024-03-27T22:05:49.000Z,True,"BREAKING: Donald Trump to fly to New York to honor Officer Jonathan Diller. 

He called the slain NYPD officer's widow personally to facilitate paying off her mortgage alongside Tunnels to Towers.

The media doesn't want you to know this.

Officer Diller is survived by his wife¡¦",865,12K,37K,990K,[],[],[],https://pbs.twimg.com/profile_images/1575977223797952512/lDUcgkJy_normal.jpg,https://twitter.com/TaraBull808/status/1773109193295442142,tweet_id:1773109193295442142
